model,brand,firm,year,configdeschref,rating,price,price_adj,configuration,period,drive,body,engine_sm,acceleration,clearance,maxspeed,country,seats,size,wheelbase,weight,fuelcons_city,fuelcons_rural,fuelcons_mix,ac,month_start,month_end,year_start,year_end,drive1,drive2,body1,body2,body3,body4,body_SUV,body_hatch,transmission,extra,engine,russia_prod,russia_prod_alt,length,width,height,fuelcons,trunk,horsepower,size2,gen,restyle,russia,months_sold,mainid,quantity,model_orig,brand_orig,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,europe,japan,usa,korea,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,tariff_sh,tax_var,euro,price_euro,tax_fixed,tariff_min,share,sumshare,outshare,logshare,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,alpha,a,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup_pure,mc,margins,lnmc
Калина,Лада,Renault Group,2015,https://www.drom.ru/catalog/lada/kalina/75546/,7.5999999,376.3,304.30212,1.6 MT Стандарт,февраль 2015 - май 2015,Передний,Хэтчбек,1596,12.4,160,165,Россия,5,3893 x 1700 x 1500,2476,1160,9,5.8000002,"7,0",0,2,5,2015,2015,1,0,0,0,0,1,0,1,0,0,1.6,1,1,3893,1700,1500,7,240,87,6.6181002,2,,1,4,109,35869,Kalina,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,60.957901,6173.1128,0,0,.0087646004,.2322156,.76778442,-4.4727879,42.799999,15.799999,25.4,2724,939,1698,188.10001,75.599998,105.50001,4398,1734,2504,12436,4607,7589,-.00080897001,1,-4.2475219,-.2440137,17,.0087646004,304.30212,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-4.0961886e-08,-4.5005581e-08,-3.5520053e-08,-7.6097322e-08,-7.1571989e-08,-5.2358381e-08,-6.1178618e-08,-2.0821730e-07,7.0281553e-06,-6.7536959e-08,-4.9388849e-08,0,0,0,0,0,0,1386.734,-1082.4319,4.557096,
Ларгус,Лада,Renault Group,2015,https://www.drom.ru/catalog/lada/largus/80617/,8.1999998,496,401.09982,Стандарт KS015-40-A00 5 мест,март 2015 - октябрь 2015,Передний,Универсал,1598,14.5,145,156,Россия,5,4470 x 1750 x 1636,2905,1260,10.6,6.6999998,"8,2",0,3,10,2015,2015,1,0,0,0,1,0,0,1,0,0,1.6,1,1,4470,1750,1636,8.199999999999999,560,84,7.8225002,1,,1,8,114,38982,Largus,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,60.957901,8136.7632,0,0,.0095252628,.2322156,.76778442,-4.3895617,42.799999,15.799999,25.4,2724,942,1698,188.10001,74.400002,105.50001,4398,1749,2504,12436,4287,7589,-.00080897001,1,-4.3258281,-.32138699,18,.0095252628,401.09982,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-4.4516888e-08,-4.8911527e-08,-3.8602767e-08,-8.2701661e-08,-7.7783582e-08,-5.6902461e-08,-6.6488191e-08,-2.2628807e-07,-6.7536959e-08,7.6322531e-06,-5.3675208e-08,0,0,0,0,0,0,1386.7341,-985.63428,3.4573293,
Приора,Лада,Renault Group,2015,https://www.drom.ru/catalog/lada/priora/82661/,7.9000001,454.3,367.37833,Норма 21703-32-054,апрель 2015 - декабрь 2015,Передний,Седан,1596,11.5,165,183,Россия,4,4350 x 1680 x 1420,2492,1185,9.1000004,5.5,"6,9",1,4,12,2015,2015,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4350,1680,1420,6.9,430,98,7.3080001,1,1,1,9,119,28507,Priora,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,60.957901,7452.6846,0,0,.0069656936,.2322156,.76778442,-4.7025118,42.799999,15.799999,25.4,2724,928,1698,188.10001,75.699997,105.50001,4398,1729,2504,12436,4417,7589,-.00080897001,1,-4.2985482,-.29512787,19,.0069656936,367.37833,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-3.2554588e-08,-3.5768327e-08,-2.8229673e-08,-6.0478584e-08,-5.6882065e-08,-4.1611987e-08,-4.8621899e-08,-1.6548135e-07,-4.9388849e-08,-5.3675208e-08,5.5957853e-06,0,0,0,0,0,0,1386.734,-1019.3557,3.7746756,
Camry,Toyota,Toyota Group,2015,https://www.drom.ru/catalog/toyota/camry/77603/,8.6000004,1407,1137.7972,2.0 AT Стандарт,ноябрь 2014 - апрель 2017,Передний,Седан,1998,10.4,160,210,Россия,4,4850 x 1825 x 1480,2775,1540,10,5.5999999,"7,2",1,11,4,2014,2017,1,0,0,1,0,0,0,0,1,1,2,1,1,4850,1825,1480,7.2,506,150,8.8512497,8,1,1,12,79,30136,Camry,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,60.957901,23081.504,0,0,.0073637404,.2322156,.76778442,-4.6469412,42.799999,2,38.799999,2724,146,2428,188.10001,7.6999998,173.20001,4398,197,4041,12436,506,11424,-.00080897001,1,-4.9217944,-.91366595,20,.0073637404,1137.7972,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9131789e-06,-3.9449827e-08,0,0,0,0,1252.0133,-114.21606,1.1003835,
RAV4,Toyota,Toyota Group,2015,https://www.drom.ru/catalog/toyota/rav4/71930/,8.5,1288,1041.5657,2.0 MT 2WD Стандарт,февраль 2013 - декабрь 2015,Передний,SUV,1986,10.2,197,180,Япония,5,4570 x 1845 x 1670,2660,1540,,,"7,7",1,2,12,2013,2015,1,0,1,0,0,0,1,0,0,0,2,0,0,4570,1845,1670,7.7,506,146,8.4316502,4,,0,12,86,27102,RAV 4,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,.25,322000,60.957901,21129.336,0,0,.0066223815,.2322156,.76778442,-4.7530541,42.799999,2,38.799999,2724,150,2428,188.10001,7.1999998,173.20001,4398,160,4041,12436,506,11424,-.00080897001,1,-4.843946,-.83701539,21,.0052979053,833.25256,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9449827e-08,5.3218300e-06,0,0,0,0,1004.7854,-171.53284,.96468753,
Octavia,Skoda,Volkswagen AG,2015,https://www.drom.ru/catalog/skoda/octavia/84619/,8.6999998,887,717.28937,1.6 MPI MT Active,июнь 2015 - июнь 2016,Передний,Хэтчбек,1598,10.6,155,192,Россия,5,4659 x 1814 x 1461,2680,1225,8.5,5.1999998,"6,4",0,6,6,2015,2016,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4659,1814,1461,6.4,568,110,8.4514256,3,,1,7,71,21373,Octavia A7,Škoda,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,14551.026,0,0,.0052224984,.2322156,.76778442,-4.9905329,42.799999,3.2000003,38,2724,175,2439,188.10001,12.200001,169.5,4398,340,3903,12436,990,10878,-.00080897001,1,-4.5816159,-.57723516,22,.0052224984,717.28937,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2027805e-06,-2.5340899e-08,-4.6858002e-08,0,1264.3495,-547.06012,1.7626771,
Rapid,Skoda,Volkswagen AG,2015,https://www.drom.ru/catalog/skoda/rapid/85135/,8.6000004,574,464.17596,1.6 MPI MT Entry,июнь 2015 - июнь 2016,Передний,Хэтчбек,1598,11.4,170,185,Россия,5,4483 x 1706 x 1461,2602,1150,7.8000002,4.5999999,"5,8",0,6,6,2015,2016,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4483,1706,1461,5.8,530,90,7.6479979,1,,1,7,74,24547,Rapid,Škoda,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,9416.335,0,0,.0059980666,.2322156,.76778442,-4.8520718,42.799999,3.2000003,38,2724,195,2439,188.10001,12.8,169.5,4398,325,3903,12436,1028,10878,-.00080897001,1,-4.3768549,-.37325212,23,.0059980666,464.17596,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5340899e-08,4.8231518e-06,-5.3816656e-08,0,1264.3495,-800.17352,2.7238581,
Polo,Volkswagen,Volkswagen AG,2015,https://www.drom.ru/catalog/volkswagen/polo/201028/,8.3999996,505,408.37781,1.6 MPI MT Trendline,июль 2014 - июль 2015,Передний,Седан,1598,11.9,170,179,Россия,4,4384 x 1699 x 1465,2552,1159,8.6999998,5.0999999,"6,4",0,7,7,2014,2015,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4384,1699,1465,6.4,460,85,7.4484162,5,,1,7,91,45390,Polo,VW,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,60.957901,8284.4063,0,0,.011091059,.2322156,.76778442,-4.2373695,42.799999,3.2000003,38,2724,200,2439,188.10001,12.200001,169.5,4398,325,3903,12436,1098,10878,-.00080897001,1,-4.3317156,-.32670128,24,.011091059,408.37781,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6858002e-08,-5.3816656e-08,8.8728211e-06,0,1264.3495,-855.97168,3.0960288,
Патриот,УАЗ,УАЗ,2015,https://www.drom.ru/catalog/uaz/patriot/93884/,7.8000002,699,565.25964,2.7 MT Classic,октябрь 2014 - июль 2015,Полный (4WD),SUV,2693,20,210,150,Россия,5,4750 x 1900 x 1910,2760,2125,,11.5,,0,10,7,2014,2015,0,1,1,0,0,0,1,0,0,1,2.7,1,1,4750,1900,1910,12.5,1200,128,9.0249996,1,1,1,7,124,19950,Patriot,UAZ,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,60.957901,11466.931,0,0,.0048747882,.2322156,.76778442,-5.0594325,42.799999,0,40.099998,2724,0,2596,188.10001,0,175.60001,4398,0,4188,12436,0,11236,-.00080897001,1,-4.4586287,-.45504895,25,.0048747882,565.25964,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9243332e-06,1242.1953,-676.93567,2.1975658,
Niva,Chevrolet,General Motors,2016,https://www.drom.ru/catalog/chevrolet/niva/129415/,7.4000001,570,431.59296,1.7 MT L,апрель 2016 - июнь 2016,Полный (4WD),SUV,1690,19,200,140,Россия,5,4056 x 1800 x 1652,2450,1410,14.1,8.8000002,"10,8",0,4,6,2016,2016,0,1,1,0,0,0,1,0,0,1,1.7,1,1,4056,1800,1652,10.8,320,80,7.3007998,1,1,1,3,6,29844,Niva,Chevrolet,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,8503.0342,0,0,.0070578661,.20098341,.79901659,-4.729239,42.099998,0,40.399998,2711,0,2631,184.89999,1.9073487e-07,174.09999,4445,0,4245,11895,0,11575,-.00080897001,1,-4.3504963,-.34668154,1,.0070578661,431.59296,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,5.6693043e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244.9263,-813.33331,2.8844917,
Creta,Hyundai,Hyundai Motor,2016,https://www.drom.ru/catalog/hyundai/creta/156605/,8.5,789.9,598.09698,1.6 MT Start,июль 2016 - июль 2017,Передний,SUV,1591,12.3,190,169,Россия,5,4270 x 1780 x 1630,2590,1345,9,5.8000002,"7,0",0,7,7,2016,2017,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4270,1780,1630,7,402,123,7.6005998,1,,1,6,13,21929,Creta,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,11783.415,0,0,.0051860325,.20098341,.79901659,-5.0374126,42.099998,6.2000003,34.299999,2711,464,2124,184.89999,26,151.89999,4445,652,3603,11895,1841,9652,-.00080897001,1,-4.4851928,-.48133329,2,.0051860325,598.09698,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,4.1735875e-06,-8.9671900e-08,-8.6975191e-08,-1.8854116e-08,-1.4962845e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.572,-710.47504,2.1878927,
Solaris,Hyundai,Hyundai Motor,2016,https://www.drom.ru/catalog/hyundai/solaris/93368/,8.6000004,593.9,449.68961,1.4 MT Active,июнь 2014 - январь 2017,Передний,Седан,1396,11.5,160,190,Россия,4,4375 x 1700 x 1470,2570,1130,7.5999999,4.9000001,"5,9",0,6,1,2014,2017,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4375,1700,1470,5.9,470,107,7.4375,1,1,1,12,18,90380,Solaris,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,8859.5645,0,0,.021374144,.20098341,.79901659,-3.6211998,42.099998,6.4000001,34.299999,2711,480,2124,184.89999,27.1,151.89999,4445,682,3603,11895,1773,9652,-.00080897001,1,-4.3651357,-.35600981,3,.021374144,449.68961,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,-8.9671900e-08,.00001692146,-3.5846676e-07,-7.7706915e-08,-6.1669112e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.572,-858.88245,2.909945,
Rio,Kia,Hyundai Motor,2016,https://www.drom.ru/catalog/kia/rio/81143/,8.5,574.9,435.30316,1.4 MT Comfort,апрель 2015 - март 2016,Передний,Седан,1396,11.5,160,190,Россия,4,4377 x 1700 x 1470,2570,1119,7.5999999,4.9000001,"5,9",0,4,3,2015,2016,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4377,1700,1470,5.9,500,107,7.4408998,3,1,1,3,26,87662,Rio,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,8576.1299,0,0,.020731358,.20098341,.79901659,-3.6517344,42.099998,6.4000001,34.299999,2711,480,2124,184.89999,27.1,151.89999,4445,682,3603,11895,1743,9652,-.00080897001,1,-4.3534975,-.3448467,4,.020731358,435.30316,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,-8.6975191e-08,-3.5846676e-07,.000016423361,-7.5370032e-08,-5.9814532e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.572,-873.26886,3.0061166,
Sportage,Kia,Hyundai Motor,2016,https://www.drom.ru/catalog/kia/sportage/100295/,8.5,1219.9,923.68475,2.0 MT 2WD Classic,март 2016 - декабрь 2016,Передний,SUV,1999,10.5,182,186,"Южная Корея, Словакия, Россия",5,4480 x 1855 x 1645,2670,1410,10.8,6.4000001,"8,0",1,3,12,2016,2016,1,0,1,0,0,0,1,0,0,0,2,1,0,4480,1855,1645,8,491,150,8.3104,4,,1,10,31,19003,Sportage,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,18197.984,0,0,.0044940566,.20098341,.79901659,-5.1806259,42.099998,5.8000002,34.299999,2711,437,2124,184.89999,25,151.89999,4445,660,3603,11895,1752,9652,-.00080897001,1,-4.7485838,-.74387515,5,.0044940566,923.68475,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,-1.8854116e-08,-7.7706915e-08,-7.5370032e-08,3.6192184e-06,-1.2966343e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.572,-384.88727,1.4166868,
cee'd,Kia,Hyundai Motor,2016,https://www.drom.ru/catalog/kia/cee~d/88175/,8.6000004,794.9,601.88287,1.4 MT Classic,сентябрь 2015 - декабрь 2016,Передний,Хэтчбек,1396,12.7,150,183,"Россия, Словакия",5,4310 x 1780 x 1470,2650,1313,8.1000004,5.0999999,"6,2",0,9,12,2015,2016,1,0,0,0,0,1,0,1,0,0,1.4,1,0,4310,1780,1470,6.2,380,100,7.6718001,2,1,1,12,36,15081,Cee'd,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,11858.003,0,0,.0035665354,.20098341,.79901659,-5.411787,42.099998,6.4000001,34.299999,2711,487,2124,184.89999,26.799999,151.89999,4445,692,3603,11895,1863,9652,-.00080897001,1,-4.4882555,-.48516864,6,.0035665354,601.88287,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,-1.4962845e-08,-6.1669112e-08,-5.9814532e-08,-1.2966343e-08,2.8749300e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.572,-706.68915,2.1741307,
CX-5,Mazda,Mazda Motor Corporation,2016,https://www.drom.ru/catalog/mazda/cx-5/167028/,9.1000004,1369,1036.5803,2.0 Drive,июнь 2016 - июль 2017,Передний,SUV,1997,9.3000002,215,197,"Япония, Россия, Малайзия",5,4555 x 1840 x 1670,2700,1365,7.6999998,5.3000002,"6,2",1,6,7,2016,2017,1,0,1,0,0,0,1,0,0,0,2,1,0,4555,1840,1670,6.2,403,150,8.3811998,1,1,1,7,39,15790,CX-5,Mazda,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,20422.199,0,0,.0037342082,.20098341,.79901659,-5.3658462,42.099998,0,40.099998,2711,0,2561,184.89999,-1.9073487e-07,178.7,4445,0,4230,11895,0,11492,-.00080897001,1,-4.8399129,-.83543104,7,.0037342082,1036.5803,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,3.0095819e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.7731,-204.19275,1.1969869,
Qashqai,Nissan,Renault Group,2016,https://www.drom.ru/catalog/nissan/qashqai/136740/,8.5,1129,854.85693,1.2 MT XE,февраль 2016 - январь 2017,Передний,SUV,1197,10.9,200,185,Россия,5,4377 x 1837 x 1595,2646,1426,7.8000002,5.3000002,"6,2",1,2,1,2016,2017,1,0,1,0,0,0,1,0,0,0,1.2,1,1,4377,1837,1595,6.2,430,115,8.0405493,2,,1,11,47,18723,Qashqai,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,16841.975,0,0,.0044278391,.20098341,.79901659,-5.1954699,42.099998,17.9,22.999998,2711,1058,1538,184.89999,83.300003,95.399994,4445,1933,2312,11895,4658,6807,-.00080897001,1,-4.692904,-.68849152,8,.0044278391,854.85693,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,3.5661285e-06,-1.5151439e-08,-3.7273757e-08,-2.5044855e-08,-2.4190966e-08,-2.3104121e-08,-4.6738535e-08,-7.4313711e-08,-1.7774097e-08,-2.4855101e-08,-1.4869350e-08,-1.6893946e-08,0,0,0,0,0,0,1364.1251,-509.26819,1.595735,
X-Trail,Nissan,Renault Group,2016,https://www.drom.ru/catalog/nissan/x-trail/79651/,8.3000002,1409,1066.8676,2.0 MT 2WD XE,январь 2015 - январь 2017,Передний,SUV,1997,11.1,210,183,Россия,5,4640 x 1820 x 1710,2705,1525,11.2,6.5999999,"8,3",0,1,1,2015,2017,1,0,1,0,0,0,1,0,0,0,2,1,1,4640,1820,1710,8.300000000000001,497,144,8.4448004,3,,1,12,50,17886,X-Trail,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,21018.902,0,0,.0042298953,.20098341,.79901659,-5.2412043,42.099998,17.1,22.999998,2711,1029,1538,184.89999,81.199997,95.399994,4445,1923,2312,11895,4591,6807,-.00080897001,1,-4.8644142,-.85941315,9,.0042298953,1066.8676,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-1.5151439e-08,3.4073844e-06,-3.5607460e-08,-2.3925240e-08,-2.3109525e-08,-2.2071266e-08,-4.4649116e-08,-7.0991561e-08,-1.6979516e-08,-2.3743970e-08,-1.4204626e-08,-1.6138713e-08,0,0,0,0,0,0,1364.1251,-297.25757,1.2786264,
Duster,Renault,Renault Group,2016,https://www.drom.ru/catalog/renault/duster/93740/,8.1999998,689,521.69745,1.6 MT 4x2 Authentique,июнь 2015 -,Передний,SUV,1598,10.9,205,167,Россия,5,4315 x 1822 x 1625,2673,1190,9.3000002,6.3000002,"7,4",0,6,,2015,,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4315,1822,1625,7.4,475,114,7.8619299,1,1,1,12,56,44001,Duster,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,10278.229,0,0,.010405883,.20098341,.79901659,-4.3410106,42.099998,17.5,22.999998,2711,1059,1538,184.89999,82.099998,95.399994,4445,1928,2312,11895,4613,6807,-.00080897001,1,-4.423388,-.4176459,10,.010405883,521.69745,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-3.7273757e-08,-3.5607460e-08,8.3304503e-06,-5.8858021e-08,-5.6851292e-08,-5.4297093e-08,-1.0984043e-07,-1.7464497e-07,-4.1770978e-08,-5.8412077e-08,-3.4944524e-08,-3.9702535e-08,0,0,0,0,0,0,1364.1251,-842.42767,2.6147821,
