model,brand,firm,year,price,price_adj,engine,horsepower,fuelcons,clearance,trunk,body,country,quantity,body1,body2,body3,body4,russia,tariff,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,share,sumshare,logshare,share_group,share_ingroup,logshare_ingroup,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,engine_gp,engine_iv_gp,horsepower_gp,horsepower_iv_gp,fuelcons_gp,fuelcons_iv_gp,clearance_gp,clearance_iv_gp,trunk_gp,trunk_iv_gp,el,id,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup,mc,margins,counter_tariff
Octavia a7,Skoda,Volkswagen AG,2016,924000,706260.69,1.6,110,6.4,155,568,hatchback,Russia,21759,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,.0021758999,.084985301,-6.0414977,.054263502,.040098775,-3.2164094,42.299999,3.2000003,37.5,2711,180,2421,183.89999,11.6,165.89999,4430,333,3942,12010,990,10452,25,14.099998,1750,741,101.7,69.399994,2672,1448,6951,3923,2.4331434,23,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7105304e-09,-6.3717476e-11,-1.1721302e-10,333236.34,590763.63,.36064538,0
Rapid,Skoda,Volkswagen AG,2016,622000,475426.63,1.6,90,5.8,170,530,hatchback,Russia,25931,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,.0025931001,.084985301,-5.866086,.054263502,.047787186,-3.0409977,42.299999,3.2000003,37.5,2711,200,2421,183.89999,12.2,165.89999,4430,318,3942,12010,1028,10452,25,14.099998,1770,761,102.3,69.999992,2657,1433,6989,3961,1.6372104,24,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3717476e-11,7.9849691e-09,-1.3968707e-10,333236.34,288763.66,.53574973,0
Polo,Volkswagen,Volkswagen AG,2016,599900,458534.41,1.6,90,5.8,163,460,sedan,Russia,47702,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,.0047701998,.084985301,-5.2565517,.054263502,.087908067,-2.4314637,42.299999,3.2000003,37.5,2711,200,2421,183.89999,12.2,165.89999,4430,325,3942,12010,1098,10452,25,14.099998,1770,761,102.3,69.999992,2664,1440,7059,4031,1.5755928,25,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1721302e-10,-1.3968707e-10,1.4571665e-08,333236.34,266663.66,.5554865,0
Niva,Chevrolet,General Motors,2017,608000,452287.78,1.7,80,10.8,200,320,SUV,Russia,31212,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0031212,.096781999,-5.6677465,.0318189,.098092645,-2.3218429,41.200001,4.7683717e-08,39.5,2708,0,2628,179.60001,1.9073487e-07,168.8,4450,0,4250,11561,0,11241,9.6999998,28.1,556,1992,45.799999,112.2,1028,3022,2541,8380,1.5995126,1,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,9.5330739e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327407.5,280592.5,.53849918,0
Creta,Hyundai,Hyundai Motor,2017,819900,609918.94,1.6,123,7,190,402,SUV,Russia,55305,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0055304999,.096781999,-5.095686,.064963102,.085132942,-2.4635413,41.200001,4.8000002,34.799999,2708,350,2235,179.60001,19.4,153.20001,4450,502,3758,11561,1451,9708,28.199999,9.8000011,1949,513,116,49.600006,3032,1038,8298,2459,2.1517613,2,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,1.6890285e-08,-1.0014260e-10,-5.2765159e-10,-1.3430726e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342943.56,476956.44,.41827488,0
Solaris,Hyundai,Hyundai Motor,2017,654900,487176.38,1.4,100,5.7,160,480,sedan,Russia,68614,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0068613999,.096781999,-4.8800526,.064963102,.10561995,-2.2479079,41.200001,5,34.799999,2708,373,2235,179.60001,20.699999,153.20001,4450,532,3758,11561,1373,9708,28.4,10.000002,1972,536,117.3,50.900005,3062,1068,8220,2381,1.716432,3,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-3.7444059e-10,2.0864778e-08,-6.5462952e-10,-1.6662793e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348503.91,306396.09,.5321483,0
Rio,Kia,Hyundai Motor,2017,694900,516932.16,1.4,100,5.7,160,480,sedan,Russia,96689,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0096688997,.096781999,-4.5370493,.064963102,.14883679,-1.904905,41.200001,5,34.799999,2708,373,2235,179.60001,20.699999,153.20001,4450,532,3758,11561,1373,9708,28.4,10.000002,1972,536,117.3,50.900005,3062,1068,8220,2381,1.8161197,4,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-5.2765159e-10,-1.7507798e-10,2.9134227e-08,-2.3480759e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342943.56,351956.44,.49351498,0
Sportage,Kia,Hyundai Motor,2017,1269900,944671.38,2,150,8,182,491,SUV,?,24611,1,0,0,0,0,.25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0024611,.096781999,-5.9053555,.064963102,.037884582,-3.273211,41.200001,4.4000001,34.799999,2708,323,2235,179.60001,18.4,153.20001,4450,510,3758,11561,1362,9708,27.799999,9.4000015,1922,486,115,48.600006,3040,1046,8209,2370,3.3430364,5,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-1.3430725e-10,-4.4563953e-11,-2.3480759e-10,7.5908009e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342943.56,926956.44,.27005556,.30000001
Cx-5,Mazda,Mazda Motor Corporation,2017,1445000,1074927.4,2,150,6.8,192,442,SUV,Russia,18723,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0018723001,.096781999,-6.1787963,.064963102,.028820977,-3.5466518,41.200001,0,39.200001,2708,0,2558,179.60001,1.9073487e-07,172.8,4450,0,4258,11561,0,11119,27.799999,9.4000015,1922,486,116.2,49.800007,3030,1036,8258,2419,3.8062358,6,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,5.7856360e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323611.81,1121388.3,.22395281,0
on-do,Datsun,Renault Group,2017,493000,366739.91,1.6,87,7,174,530,sedan,Russia,19712,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0019712001,.096781999,-6.1273212,.064963102,.03034338,-3.495177,41.200001,19.299999,20.300001,2708,1207,1414,179.60001,89.5,83.100006,4450,2157,2119,11561,5160,5871,28.199999,9.8000011,1985,549,116,49.600006,3048,1054,8170,2331,1.2984694,7,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,6.0893255e-09,-5.6584199e-11,-1.8222637e-10,-3.8880118e-11,-1.7479325e-11,-4.0206973e-11,-1.7332628e-11,-1.0520055e-11,-1.0729698e-11,-2.2799434e-11,-6.0231216e-11,-5.9597126e-11,-5.8760739e-11,0,0,0,0,0,0,359332.34,133667.66,.72886884,0
4x4,Lada,Renault Group,2017,483900,359970.5,1.7,83,9.9,205,265,SUV,Russia,29091,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0029090999,.096781999,-5.7381201,.0318189,.09142679,-2.3922167,41.200001,19.199999,20.300001,2708,1211,1414,179.60001,86.599998,83.100006,4450,2126,2119,11561,5425,5871,9.6999998,28.1,553,1989,46.699997,113.10001,1023,3017,2596,8435,1.273304,8,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.5133211e-11,8.8959915e-09,-7.1924210e-11,-1.5345867e-11,-1.7005337e-10,-3.9116677e-10,-1.6862618e-10,-1.0234782e-10,-1.0438739e-10,-2.2181181e-10,-2.3773082e-11,-2.3522807e-11,-2.3192687e-11,0,0,0,0,0,0,382730.59,101169.41,.79092908,0
Granta,Lada,Renault Group,2017,409900,304922.28,1.6,87,6.6,160,520,sedan,Russia,93686,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0093686003,.096781999,-4.5686002,.0318189,.29443508,-1.2226968,41.200001,19.299999,20.300001,2708,1207,1414,179.60001,89.900002,83.100006,4450,2171,2119,11561,5170,5871,9.7999992,28.200001,549,1985,50,116.40001,1068,3062,2341,8180,1.0715976,9,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-4.8735696e-11,-7.1924210e-11,2.7596258e-08,-4.9420541e-11,-5.4764776e-10,-1.2597317e-09,-5.4305160e-10,-3.2960568e-10,-3.3617403e-10,-7.1433304e-10,-7.6559939e-11,-7.5753938e-11,-7.4690809e-11,0,0,0,0,0,0,395013.84,14886.156,.96368343,0
Kalina,Lada,Renault Group,2017,475200,353498.63,1.6,87,7,145,355,universal,Russia,19989,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0019989,.096781999,-6.1133671,.0318189,.06282115,-2.7674634,41.200001,19.299999,20.300001,2708,1207,1414,179.60001,89.5,83.100006,4450,2186,2119,11561,5335,5871,9.7999992,28.200001,549,1985,49.599998,116.00001,1083,3077,2506,8345,1.2515528,10,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.0398328e-11,-1.5345867e-11,-4.9420541e-11,6.1442633e-09,-1.1684702e-10,-2.6877842e-10,-1.1586637e-10,-7.0325204e-11,-7.1726639e-11,-1.5241126e-10,-1.6334954e-11,-1.6162984e-11,-1.5936153e-11,0,0,0,0,0,0,381060.91,94139.094,.80189586,0
Largus,Lada,Renault Group,2017,554900,412787.03,1.6,87,8.199999999999999,145,560,universal,Russia,33601,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0033601001,.096781999,-5.5939932,.0318189,.10560076,-2.2480898,41.200001,19.299999,20.300001,2708,1207,1414,179.60001,88.300003,83.100006,4450,2186,2119,11561,5130,5871,9.7999992,28.200001,549,1985,48.399998,114.80001,1083,3077,2301,8140,1.4594685,11,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.7479325e-11,-2.5796013e-11,-8.3074679e-11,-1.7724950e-11,1.0248780e-08,-4.5180967e-10,-1.9476844e-10,-1.1821488e-10,-1.2057066e-10,-2.5619948e-10,-2.7458643e-11,-2.7169567e-11,-2.6788270e-11,0,0,0,0,0,0,377444.75,177455.25,.6802032,0
Vesta,Lada,Renault Group,2017,569900,423945.38,1.6,106,6.9,178,480,sedan,Russia,77291,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0077291001,.096781999,-4.7609715,.0318189,.24290909,-1.415068,41.200001,19.299999,20.300001,2708,1188,1414,179.60001,89.599998,83.100006,4450,2153,2119,11561,5210,5871,9.7999992,28.200001,530,1966,49.699997,116.10001,1050,3044,2381,8220,1.4923499,12,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-4.0206973e-11,-5.9337507e-11,-1.9109327e-10,-4.0771973e-11,-4.5180967e-10,2.2987379e-08,-4.4801782e-10,-2.7192484e-10,-2.7734373e-10,-5.8932514e-10,-6.3161990e-11,-6.2497035e-11,-6.1619952e-11,0,0,0,0,0,0,377444.75,192455.25,.66229999,0
Xray,Lada,Renault Group,2017,599900,446262.25,1.6,106,7.2,195,361,hatchback,Russia,33319,0,1,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.0033319001,.096781999,-5.6024213,.0318189,.1047145,-2.2565176,41.200001,19.299999,20.300001,2708,1188,1414,179.60001,89.300003,83.100006,4450,2136,2119,11561,5329,5871,9.7999992,28.200001,530,1966,49.399998,115.80001,1033,3027,2500,8339,1.5778698,13,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.7332628e-11,-2.5579518e-11,-8.2377466e-11,-1.7576191e-11,-1.9476844e-10,-4.4801782e-10,1.0164401e-08,-1.1722276e-10,-1.1955877e-10,-2.5404931e-10,-2.7228194e-11,-2.6941543e-11,-2.6563446e-11,0,0,0,0,0,0,377444.78,222455.22,.62917948,0
Qashqai,Nissan,Renault Group,2017,1244000,925404.63,1.2,115,6.2,200,430,SUV,Russia,20223,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,.0020222999,.096781999,-6.1017284,.064963102,.031129977,-3.469584,41.200001,19.699999,20.300001,2708,1179,1414,179.60001,90.300003,83.100006,4450,2131,2119,11561,5260,5871,28.599998,10.200002,1957,521,116.8,50.400005,3022,1028,8270,2431,3.2762947,14,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-3.9335264e-11,-5.8051040e-11,-1.8695026e-10,-3.9888017e-11,-1.7932445e-11,-4.1249264e-11,-1.7781946e-11,6.2461609e-09,-1.1007846e-11,-2.3390468e-11,-6.1792606e-11,-6.1142071e-11,-6.0284007e-11,0,0,0,0,0,0,361030.06,882969.94,.2902171,0
X-trail,Nissan,Renault Group,2017,1529000,1137414.5,2,144,8.300000000000001,210,497,SUV,Russia,20626,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,.0020626001,.096781999,-6.0819964,.064963102,.031750333,-3.449852,41.200001,18.9,20.300001,2708,1150,1414,179.60001,88.199997,83.100006,4450,2121,2119,11561,5193,5871,27.799999,9.4000015,1928,492,114.7,48.300007,3012,1018,8203,2364,4.0267301,15,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-4.0119134e-11,-5.9207875e-11,-1.9067579e-10,-4.0682901e-11,-1.8289800e-11,-4.2071277e-11,-1.8136301e-11,-1.1007846e-11,6.3698136e-09,-2.3856592e-11,-6.3024003e-11,-6.2360506e-11,-6.1485338e-11,0,0,0,0,0,0,361064.06,1167936,.23614393,0
Duster,Renault,Renault Group,2017,689000,512543.22,1.6,114,7.4,205,475,SUV,Russia,43828,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,.0043827998,.096781999,-5.3282762,.064963102,.067465991,-2.6961317,41.200001,19.299999,20.300001,2708,1180,1414,179.60001,89.099998,83.100006,4450,2126,2119,11561,5215,5871,28.199999,9.8000011,1958,522,115.6,49.200005,3017,1023,8225,2386,1.8103117,16,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-8.5248780e-11,-1.2581028e-10,-4.0516523e-10,-8.6446725e-11,-3.8863829e-11,-8.9396865e-11,-3.8537659e-11,-2.3390468e-11,-2.3856592e-11,1.3434815e-08,-1.3391913e-10,-1.3250927e-10,-1.3064963e-10,0,0,0,0,0,0,363032.16,325967.84,.52689719,0
Kaptur,Renault,Renault Group,2017,934000,694797.31,1.6,114,7.4,204,387,SUV,Russia,30966,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,.0030966001,.096781999,-5.6756592,.064963102,.04766706,-3.0435147,41.200001,19.299999,20.300001,2708,1180,1414,179.60001,89.099998,83.100006,4450,2127,2119,11561,5303,5871,28.199999,9.8000011,1958,522,115.6,49.200005,3018,1024,8313,2474,2.4572067,17,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-6.0231216e-11,-8.8889320e-11,-2.8626329e-10,-6.1077601e-11,-2.7458643e-11,-6.3161990e-11,-2.7228194e-11,-1.6526178e-11,-1.6855510e-11,-3.5816117e-11,9.5314636e-09,-9.3622388e-11,-9.2308494e-11,0,0,0,0,0,0,359332.34,574667.63,.38472414,0
Logan,Renault,Renault Group,2017,534000,397239.59,1.6,82,7.2,155,510,sedan,Russia,30640,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,.003064,.096781999,-5.6862426,.064963102,.047165237,-3.0540981,41.200001,19.299999,20.300001,2708,1212,1414,179.60001,89.300003,83.100006,4450,2176,2119,11561,5180,5871,28.199999,9.8000011,1990,554,115.8,49.400005,3067,1073,8190,2351,1.4049157,18,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-5.9597126e-11,-8.7953519e-11,-2.8324959e-10,-6.0434602e-11,-2.7169567e-11,-6.2497035e-11,-2.6941543e-11,-1.6352196e-11,-1.6678060e-11,-3.5439054e-11,-9.3622388e-11,9.4321049e-09,-9.1336695e-11,0,0,0,0,0,0,359332.34,174667.66,.67290699,0
Sandero,Renault,Renault Group,2017,534000,397239.59,1.6,82,7.2,155,320,hatchback,Russia,30210,0,1,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,.003021,.096781999,-5.700376,.064963102,.04650332,-3.0682316,41.200001,19.299999,20.300001,2708,1212,1414,179.60001,89.300003,83.100006,4450,2176,2119,11561,5370,5871,28.199999,9.8000011,1990,554,115.8,49.400005,3067,1073,8380,2541,1.4049762,19,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-5.8760739e-11,-8.6719180e-11,-2.7927446e-10,-5.9586461e-11,-2.6788270e-11,-6.1619952e-11,-2.6563446e-11,-1.6122709e-11,-1.6444001e-11,-3.4941706e-11,-9.2308494e-11,-9.1336695e-11,9.3010168e-09,0,0,0,0,0,0,359332.34,174667.66,.67290699,0
Camry,Toyota,Toyota Group,2017,1407000,1046659.4,2,150,7.2,160,506,sedan,Russia,28199,0,0,1,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,.0028198999,.096781999,-5.7692623,.064963102,.043407716,-3.1371181,41.200001,2,37.200001,2708,146,2412,179.60001,7.4000006,165,4450,197,4093,11561,577,10478,27.799999,9.4000015,1922,486,115.8,49.400005,3062,1068,8194,2355,3.7026224,20,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6874685e-09,-9.1631425e-11,0,0,0,0,328054.13,1078945.9,.23315859,0
Rav 4,Toyota,Toyota Group,2017,1496000,1112866,2,146,7.4,197,577,SUV,?,32931,1,0,0,0,0,.25,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,.0032931,.096781999,-5.6141348,.064963102,.050691854,-2.9819901,41.200001,2,37.200001,2708,150,2412,179.60001,7.2000003,165,4450,160,4093,11561,506,10478,27.799999,9.4000015,1926,490,115.6,49.200005,3025,1031,8123,2284,3.9349642,21,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.1631425e-11,1.0129914e-08,0,0,0,0,328054.13,1167945.9,.21928751,.30000001
